"book_name","editor","org_name","publisher","publish_date","period","edu_level","category"
"数据库基础与案例应用——Access2010","张宏彬","湖北省长阳县职业教育中心","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网络操作系统——Linux","吴燕","广西工业技师学院","语文出版社有限公司",,"十三五","中职","信息技术类"
"常用工具软件应用教程(第2版)","龚道敏","湖北省恩施州教科院","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"二维动画设计软件应用——FlashCS6（第3版）","王涛","石家庄市鹿泉区职业教育中心","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"实用美术基础（第4版）","郑向虹","石家庄装备制造学校(石家庄职业技术教育中心)","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网页美工设计（第2版）","戴文兵","湖南省长沙市教育科学研究院","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"动漫美术基础（第3版）","郑向虹","石家庄装备制造学校(石家庄职业技术教育中心)","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"计算机组装与维护（第2版）","俞佳飞","浙江省教育科学研究院","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网络综合布线（第2版）","俞佳飞","浙江省教育科学研究院","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网络服务器配置与管理——Linux
CentOS7平台（第2版）","高晓飞","邯郸市第二职业中学","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网页设计与制作
——HTML5+CSS3+JavaScript（第3","钱锋","杭州市教育技术中心","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网络管理与维护综合实训（第
2版）","俞佳飞","浙江省教育科学研究院","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网络操作系统——WindowsServer
2012","薛尚青","大连电子学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"电子产品装配及工艺（第2版）","胡峥","武汉市仪表电子学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网页美工——网页色彩与布局设计","崔建成","青岛科技大学","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"3dsMax基础与应用案例教程","王晨","天津市中华职业中等专业学校","中国石油大学出版社有限公司",,"十三五","中职","信息技术类"
"电工基础","伍湘彬","广东省对外贸易职业技术学校","广东高等教育出版社有限公司",,"十三五","中职","信息技术类"
"PhotoshopCC案例教程","崔建成","青岛科技大学","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"素描（第2版）","李茹倩","武汉市第一职业教育中心","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"图形图像处理——PhotoshopCS6基础与案例应用","徐军","武汉市财贸学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网页设计与制作（第2版）","张玉琴","武汉市第一职业教育中心","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"二维动画设计软件应用实训手册","欧阳俊梅","武汉市财政学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"图形图像处理——PhotoshopCC基础与案例教程（第3版）","牟红云","湖北省恩施市实验小学","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"电子商务网站建设与管理（第2版）","陈南泥","汕头市鮀滨职业技术学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"办公自动化应用(第3版)","段标","南京市玄武中等专业学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"影视后期特效——AfterEffects
CC（第2版）","刘天真","青岛电子学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"移动端UI设计","崔建成","青岛科技大学","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"计算机辅助设计AutoCAD2013","庄乾飞","山东省淄博市工业学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"造型基础（第2版）","焦灵","抚顺市第一中等职业技术专业学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"计算机网络技术基础（第2版）","张建文","陕西省教育科学研究院","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网页美工设计实训（第2版）","李侠","沈阳市信息工程学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"向pepper学习人工智能","宋威","江南大学","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"C语言程序设计基础","黄文胜","重庆市商务学校","重庆大学出版社有限公司",,"十三五","中职","信息技术类"
"物联网综合项目实训","江帆","苏州工业园区工业技术学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"电工技术基础与技能","杨清德","重庆市垫江县第一职业中学","重庆大学出版社有限公司",,"十三五","中职","信息技术类"
"网络综合布线设计与施工","余家庆","广西工业技师学院","语文出版社有限公司",,"十三五","中职","信息技术类"
"WindowsServer2012网络服务器配置与管理","周伟","天津市经济贸易学校","中国石油大学出版社有限公司",,"十三五","中职","信息技术类"
"计算机组装与维护","李丰","岑溪市中等专业学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"电子技术基础与技能（第3版）","张金华","上海市青浦区重固成人中等文化技术学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"电子产品装配及工艺","白秉旭","南京江宁高等职业技术学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"单片机技术及应用项目教程","栾秋平","山东电子职业技术学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"MCS-51单片机C语言程序设计与实践（第2版）","金杰","郑州市电子信息工程学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"FlashCS6动画制作案例教程","刘鹏程","山东省济南商贸学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"CorelDRAWX8案例教程","段欣","山东省教育科学研究院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"办公软件应用","刘国纪","重庆市龙门浩职业中学校","重庆大学出版社有限公司",,"十三五","中职","信息技术类"
"计算机网络技术（第2版）","张凌杰","河南水利与环境职业学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"CorelDRAW中文版案例教程","刘铁","重庆市渝北职业教育中心","重庆大学出版社有限公司",,"十三五","中职","信息技术类"
"电子技术基础与技能","辜小兵","重庆工商学校","重庆大学出版社有限公司",,"十三五","中职","信息技术类"
"网络操作系统（WindowsServer2008）","张凌杰","河南水利与环境职业学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"物联网工程综合实训","陈要求","佛山市顺德区陈登职业技术学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"三维动画设计软件应用——3ds
Max2019（第4版）","姚金桓","浙江省余姚市第四职业技术学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"多媒体制作","胡宏勋","江苏省陶都中等专业学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"用微课学电子CAD","白炽贵","重庆市綦江职业教育中心","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"实用计算机英语（第3版）","於芳","绍兴市中等专业学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"基于C语言和Proteus联合仿真的单片机技术","丘利丽","广州市轻工高级技工学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"数字电子技术项目仿真与工程实践","李云庆","上海电子信息职业技术学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"传感器技术及应用","刘邦先","郑州职业技术学院","语文出版社有限公司",,"十三五","中职","信息技术类"
"单片机技术及应用","盛国超","安徽省汽车工业学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"电子测量仪器","刘海燕","辽宁省本溪市机电工程学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"Maya三维动画制作案例程","许玲玲","厦门信息学校","中国科技出版传媒股份有限公
司",,"十三五","中职","信息技术类"
"电子产品装配及工艺","孙修云","齐河县职业中等专业学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"电子整机及产品营销实务","荆荣霞","济南电子机械工程学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"计算机程序设计（Java）（第
2版）","王新萍","山西职业技术学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"C语言程序设计","王新萍","山西职业技术学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"Access2010数据库应用","范永泰","河北省科技工程学校","北京理工大学出版社有限责任公司",,"十三五","中职","信息技术类"
"计算机组装与维护（第2版）","杨泉波","四川省商务学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"网页动画制作（第2版）","段标","南京市玄武中等专业学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"光纤通信技术及应用（第2版）","陈海涛","广州民航职业技术学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"计算机网络基础","李书标","衡水科技工程学校","北京理工大学出版社有限责任
公司",,"十三五","中职","信息技术类"
"计算机编程基础——C语言","薛尚青","大连电子学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"电工技术基础与技能（第3版）","陈雅萍","余姚市技工学校（余姚市职成教中心学校）","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"计算机组装与维护","高海波","唐山市教育局","北京理工大学出版社有限责任
公司",,"十三五","中职","信息技术类"
"网页设计与制作（Dreamweaver
CC）","葛艳玲","青岛大学","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"常用数字影像设备使用与维护","韩雪涛","天津市涛涛多媒体技术有限公司","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"计算机录入技术","李宇民","呼和浩特市第二职业中等专业学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"信息安全素养——移动终端安全数
字课程","贾艳光","北京市信息管理学校","高等教育电子音像出版社有限
公司",,"十三五","中职","信息技术类"
"计算机组装与维护数字课程","张巍","四川省商务学校","高等教育电子音像出版社有限公司",,"十三五","中职","信息技术类"
"计算机建筑装饰设计入门数字课程","焦灵","抚顺市第一中等职业技术专业学校","高等教育电子音像出版社有限公司",,"十三五","中职","信息技术类"
"学造型、画动漫数字课程","焦灵","抚顺市第一中等职业技术专业学校","高等教育电子音像出版社有限
公司",,"十三五","中职","信息技术类"
"计算机组装与维护","冉启全","宣汉职业中专学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"图形图像处理——PhotoshopCC(第4版)","段欣","山东省教育科学研究院","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"图形图像处理——CorelDRAWX6基
础与案例教程","蔡丹","南昌市第一中等专业学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"图形图像处理——PhotoshopCS5基础与案例教程","凌韧方","山西经贸职业学院","语文出版社有限公司",,"十三五","中职","信息技术类"
"PhotoshopCC网店视觉设计","张枝军","浙江商业职业技术学院","北京理工大学出版社有限责任公司",,"十三五","中职","信息技术类"
"网页设计与制作","曾娜","广西工业技师学院","语文出版社有限公司",,"十三五","中职","信息技术类"
"电子测量仪器（第2版）","孙簃","苏州市教育科学研究院","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"综合布线","伦洪山","广西理工职业技术学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"电子产品检验技术","王徽","郑州职业技术学院","语文出版社有限公司",,"十三五","中职","信息技术类"
"FlashCS6动画制作案例教程","官彬彬","广西二轻工业管理学校","中国科技出版传媒股份有限公司",,"十三五","中职","信息技术类"
"物联网硬件设备及应用","王国明","青岛电子学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"光电器件技术及应用","胡立标","海盐县理工学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"3dmax2017案例教程","张秀生","河北经济管理学校","北京理工大学出版社有限责任
公司",,"十三五","中职","信息技术类"
"图形图像处理——Photoshop平面设计岗位教程（第2版）","于丽","大连电子学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"JavaScript项目式实例教程","张屹峰","东莞理工学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"电子电路识图","韩雪涛","天津市涛涛多媒体技术有限公司","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"三维设计软件应用——3dsMax经典案例(第3版)","刘斯","厦门信息学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"表面贴装技术","王彦云","涿州市职业技术教育中心","语文出版社有限公司",,"十三五","中职","信息技术类"
"商品摄影与微视频教程","周光平","淄博信息工程学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"计算机美术基础","谢华","唐山工业职业技术学院","北京理工大学出版社有限责任公司",,"十三五","中职","信息技术类"
"网站服务器管理","刘洪海","济南职业学院","山东科学技术出版社有限公司",,"十三五","中职","信息技术类"
"消费心理学及实务","吴欢","长兴职业技术教育中心学校","语文出版社有限公司",,"十三五","中职","信息技术类"
"AutoCAD2016工程制图","张秀魁","冀州职教中心","北京理工大学出版社有限责任公司",,"十三五","中职","信息技术类"
"IllustratorCC平面设计与制作","杨雪飞","廊坊市教育局","北京理工大学出版社有限责任公司",,"十三五","中职","信息技术类"
"网页制作基础（Dreamweaver
CS6）（第2版）","卢广峰","郑州市信息技术学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"网络设备配置技术（第2版）","田钧","佛山职业技术学院","北京理工大学出版社有限责任公司",,"十三五","中职","信息技术类"
"网络操作系统项目教程（第
2版)——WindowsServer2016","田钧","佛山职业技术学院","北京理工大学出版社有限责任公司",,"十三五","中职","信息技术类"
"数码照片修饰与处理数字课程","雷波","北京点智文化有限责任公司","高等教育电子音像出版社有限
公司",,"十三五","中职","信息技术类"
"常用仪器仪表使用","史少飞","石家庄电子信息学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"走进数字媒体数字课程","苏东伟","宁波市教育局职成教教研室","高等教育电子音像出版社有限公司",,"十三五","中职","信息技术类"
"综合布线技术项目教程（第2版)","吴俊君","佛山科学技术学院","北京理工大学出版社有限责任
公司",,"十三五","中职","信息技术类"
"数据恢复技术与应用","何琳","北京市求实职业学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"网络综合布线技术","闫战伟","郑州市电子信息工程学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"数字影音编辑与合成（Premiere
ProCS6）","江永春","青岛大学","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"网站建设与管理（第2版）","黄利荣","佛山职业技术学院","北京理工大学出版社有限责任
公司",,"十三五","中职","信息技术类"
"电子商务基础与实务","麻云贞","保定市女子职业中专学校","北京理工大学出版社有限责任公司",,"十三五","中职","信息技术类"
"现代办公设备使用与维护","朱海霞","泰安市文化产业中等职业学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"摄影摄像入门教程（第2版）","周光平","淄博信息工程学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"Web前端开发案例教程
（HTML5+CSS3）(微课版)","李志云","山东信息职业技术学院","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"网页设计与制作案例教程
（HTML+CSS+DIV+JavaScript）","李志云","山东信息职业技术学院","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"数字影音编辑与合成——Premiere
ProCC（第4版）","刘晓梅","宁阳县职业中等专业学校","高等教育出版社有限公司",,"十三五","中职","信息技术类"
"智能家居平台应用项目化教程","冯阳明","企想学院","中国铁道出版社有限公司",,"十三五","中职","信息技术类"
"智能家居安装与控制项目化教程","刘富昌","企想学院","中国铁道出版社有限公司",,"十三五","中职","信息技术类"
"网店美工与运营","郎盼盼","青岛市城阳区职业教育中心学校","中国铁道出版社有限公司",,"十三五","中职","信息技术类"
"二维动画设计数字课程","欧阳俊梅","武汉市财政学校","高等教育电子音像出版社有限公司",,"十三五","中职","信息技术类"
"图形图处理（CorelDRAWX8）","包之明","贵港市职业教育中心","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"网页UI设计","钟爱青","广东省机械技师学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"笔记本电脑的结构、原理与维修
（第2版）","韩雪涛","天津市涛涛多媒体技术有限公司","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"电子技术基础与技能（通信类）
（第2版）","李传珊","南京市职教（成人）教研室","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"电工技术基础与技能（电类专业通
用）（第2版）","周德仁","南京市莫愁中等专业学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"DreamweaverCS6网页设计立体化教程（双色微课版）","刘解放","湖北交通职业技术学院","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"SQLServer2012数据库实用教程","温培利","潍坊工商职业学院","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"网络设备安装与调试（锐捷）（第
3版）","张治平","胡锦超职业技术学校","中国铁道出版社有限公司",,"十三五","中职","信息技术类"
"PhotoshopCC设计与应用任务教程","黑马程序员","北京传智播客教育科技有限公司","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"模拟电子技术应用","肖义军","宁乡市职业中专学校","中南大学出版社有限责任公司",,"十三五","中职","信息技术类"
"数字电子技术应用","肖义军","宁乡市职业中专学校","中南大学出版社有限责任公司",,"十三五","中职","信息技术类"
"网页设计与制作项目教程
（HTML+CSS+JavaScript）","黑马程序员","北京传智播客教育科技有限公司","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"Access2010数据库应用技术项目化教程（翻转课堂）","曹文梁","东莞职业技术学院","中国铁道出版社有限公司",,"十三五","中职","信息技术类"
"FlashCS6动画设计教程（双色微课版）","徐畅","湖南安全技术职业学院","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"PhotoshopCC图像处理立体化教程
（微课版）","刘信杰","山东信息职业技术学院","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"Office2010办公高级应用（慕课版）","钟滔","成都金子文化传播有限公司","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"边做边学――InDesignCS6排版艺术案例教程（微课版）","俞侃","苏州信息职业技术学院","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"边做边学——AfterEffectsCS6
影视后期合成案例教程（微课版）","刘林玉","青岛西海岸新区中德应用技术学校","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"计算机组装与维护立体化教程(微课版)","赖作华","茂名市第一职业技术学校","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"二维动画制作案例教程（FlashCS6+万彩动画大师+H5）","潘兰慧","广西右江民族商业学校","中国铁道出版社有限公司",,"十三五","中职","信息技术类"
"Office2010办公应用立体化教程
（微课版）","艾华","廊坊燕京职业技术学院","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"PremiereProCS6视频编辑案例教程（微课版）","杨晓庆","河南建筑职业技术学院","人民邮电出版社有限公司",,"十三五","中职","信息技术类"
"物联网技术基础及实践","王忠润","上海商业会计学校","中国铁道出版社有限公司",,"十三五","中职","信息技术类"
"网络与智能监控系统综合实训","胡水来","广东省东莞市纺织服装学校","电子工业出版社有限公司",,"十三五","中职","信息技术类"
"物联网系统安装与调试","张波涛","重庆市轻工业学校","重庆西南师范大学出版社有限
公司",,"十三五","中职","信息技术类"
"药物学基础","符秀华","安徽省淮南卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"急救护理技术","程忠义","天水市卫生学校","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"社区护理","马英","南宁市卫生学校","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"病原生物与免疫学基础","郑小波","重庆市医药卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"护理学基础","郭蔚","南昌市卫生学校","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"传染病护理","曾志励","广西医科大学高等职业技术学院","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"健康评估","罗卫群","广西梧州市卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"解剖学基础","刘东方","吉林职工医大","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"母婴保健","王瑞珍","广西梧州市卫生学校","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"护理学基础","付能荣","四川护理职业学院","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"病理学基础","贺平泽","山西省吕梁市卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"生理学基础","周南会","四川省内江医科学校","人民卫生出版社",,"十三五","中职","医药卫生类"
"生理学基础","钱斐","甘肃省天水市卫生学校","人民卫生出版社",,"十三五","中职","医药卫生类"
"药用化学基础（一）——无机化学","张雪昀","湖南食品药品职业学院","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"药用化学基础（二）——有机化学","张雪昀","湖南食品药品职业学院","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"解剖学基础","万爱军","镇江市高等专科学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"生物化学","钟楠楠","西安市卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"妇产科护理","周清","福建龙岩卫生学校","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"儿科护理","段慧琴","山西省阳泉市卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"外科护理","闵晓松","吉林卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"病原生物与免疫学基础","刘建红","长治卫校","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"生物化学基础","赵勋蘼","广西医科大学附设护士学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"妇科护理","张庆桂","广西桂林市卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"分析化学基础","龚子东","河南应用技术职业学院","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"中药炮制技术","冯建华","四川省食品药品学校","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"中药学基础","李承革","四川省食品药品学校","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"药物学基础","孙艳平","黑龙江省绥化市卫生学校","人民卫生出版社",,"十三五","中职","医药卫生类"
"病理学基础（第三版）","靳晓丽","山西运城护理职业学院","高等教育出版社有限公司",,"十三五","中职","医药卫生类"
"母婴保健","宋海燕","广东省东莞卫生学校","人民卫生出版社",,"十三五","中职","医药卫生类"
"外科护理","李勇","成都铁路卫生学校","人民卫生出版社",,"十三五","中职","医药卫生类"
"微生物与寄生虫基础","林勇","江西省医药学校","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"外科护理","闵晓松","吉林职工医科大学","人民卫生出版社",,"十三五","中职","医药卫生类"
"中药化学基础","苏锦","四川省食品药品学校","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"中药鉴定技术","丁冬梅","广东省食品药品职业技术学校","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"中药调剂技术","苏兰宜","江西省医药学校","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"中成药商品学","张小明","四川省食品药品学校","中国医药科技出版社有限公司",,"十三五","中职","医药卫生类"
"病理学基础","许湘南","凉山卫生学校","人民卫生出版社",,"十三五","中职","医药卫生类"
"内科护理","李秀芹","绥化市卫生学校（绥化职业技术教育中心）","人民卫生出版社",,"十三五","中职","医药卫生类"
"解剖学基础","王发宝","牡丹江市卫生学校","人民卫生出版社",,"十三五","中职","医药卫生类"
"儿科护理","李代强","四川省内江医科学校","人民卫生出版社",,"十三五","中职","医药卫生类"
"卫生保健（第三版）","何国平","中南大学湘雅护理学院","高等教育出版社有限公司",,"十三五","中职","医药卫生类"
"人体解剖学基础（第三版）","于晓谟","河南护理职业学院","高等教育出版社有限公司",,"十三五","中职","医药卫生类"
"病原生物与免疫学基础（第三版）","王传生","承德护理职业学院","高等教育出版社有限公司",,"十三五","中职","医药卫生类"
"五官科护理（第三版）","李东风","广东省湛江卫生学校","高等教育出版社有限公司",,"十三五","中职","医药卫生类"
"生理学基础（第二版）","宫国仁","丹东市中医药学校","高等教育出版社有限公司",,"十三五","中职","医药卫生类"
"药事法规（第二版）","杨瑞虹","山西卫生健康职业学院","高等教育出版社有限公司",,"十三五","中职","医药卫生类"
"护理学基础（第四版）","潘如萍","广东省湛江卫生学校","高等教育出版社有限公司",,"十三五","中职","医药卫生类"
"走进护理","董晓燕","浙江省海宁卫生学校","北京师范大学出版社（集团）有限公司",,"十三五","中职","医药卫生类"
"内科护理","张晓萍","重庆市医药卫生学校","中国科技出版传媒股份有限公
司",,"十三五","中职","医药卫生类"
"护理技术","杨慧兰","浙江省海宁卫生学校","北京师范大学出版社（集团）
有限公司",,"十三五","中职","医药卫生类"
"内外科护理","周娟仙","浙江省海宁卫生学校","北京师范大学出版社（集团）有限公司",,"十三五","中职","医药卫生类"
"药物应用护理","谈玲华","浙江省海宁卫生学校","北京师范大学出版社（集团）有限公司",,"十三五","中职","医药卫生类"
"妇产科护理","涂素华","西南医科大学附属医院","人民卫生出版社",,"十三五","中职","医药卫生类"
"护理评估","卢英菊","海宁卫生学校","北京师范大学出版社（集团）有限公司",,"十三五","中职","医药卫生类"
"儿科护理","李砚池","首都医科大学附属卫生学校","中国科技出版传媒股份有限公司",,"十三五","中职","医药卫生类"
"中医护理","魏素芳","安阳职业技术学院","华中科技大学出版社",,"十三五","中职","医药卫生类"
"剪发与吹风技术（第2版）","郝桂英","北京市劲松职业高中","北京理工大学出版社有限责任公司",,"十三五","中职","休闲保健类"
"面部皮肤护理（第2版）","宫秀红","北京市劲松职业高中","北京理工大学出版社有限责任公司",,"十三五","中职","休闲保健类"
"染发技术（第2版）","梁栋","北京市劲松职业高中","北京理工大学出版社有限责任
公司",,"十三五","中职","休闲保健类"
"身体护理（第2版）","罗媛","北京市劲松职业高中","北京理工大学出版社有限责任公司",,"十三五","中职","休闲保健类"
"美甲技术（第2版）","王金玲","北京市劲松职业高中","北京理工大学出版社有限责任公司",,"十三五","中职","休闲保健类"
"化妆造型","孙雪芳","杭州市拱墅区职业高级中学","北京师范大学出版社（集团）
有限公司",,"十三五","中职","休闲保健类"
"舞台影视艺术造型","郭秋彤","北京前沿华彩文化发展有限公司","高等教育出版社有限公司",,"十三五","中职","休闲保健类"
"盘发造型","陈丽红","辽宁省沈阳市发帝形象设计中心","高等教育出版社有限公司",,"十三五","中职","休闲保健类"
"护肤技术","宫秀红","北京市劲松职业高中","高等教育出版社有限公司",,"十三五","中职","休闲保健类"
"化妆基础","郭秋彤","北京前沿华彩文化发展有限公司","高等教育出版社有限公司",,"十三五","中职","休闲保健类"
"美容美发店创业实务","刘晓军","山东省潍坊商业学校","高等教育出版社有限公司",,"十三五","中职","休闲保健类"
"美容基础","姜勇清","北京市西城职业学校","高等教育出版社有限公司",,"十三五","中职","休闲保健类"
"剪吹造型","张玲","北京市黄庄职业高中","高等教育出版社有限公司",,"十三五","中职","休闲保健类"
"人物整体造型","熊茵","武汉市财贸学校","高等教育出版社有限公司",,"十三五","中职","休闲保健类"
"会计基本技能","刘百芳","北京语言大学","北京理工大学出版社有限责任公司",,"十三五","中职","财经商贸类"
"贯通职业英语行业模块——经贸行
业","胡海英","浙江商业职业技术学院","高等教育出版社有限公司",,"十三五","中职","财经商贸类"
"国际商务专业报关实务","刘铁英","江苏徐州经贸高等职业技术学学院","人民教育出版社有限公司",,"十三五","中职","财经商贸类"
"国际商务专业国际贸易基础","周勤","江苏省徐州经贸高等职业学校","人民教育出版社有限公司",,"十三五","中职","财经商贸类"
"外贸制单（第二版）","张晓晨","温州华侨职业中等专业学校","高等教育出版社有限公司",,"十三五","中职","财经商贸类"
"国际商务专业商务英语","丛龙梅","山东省文登师范学校","人民教育出版社有限公司",,"十三五","中职","财经商贸类"
"电子商务网页设计与制作（微课版）","王萍","北京电子科技职业学院","人民邮电出版社有限公司",,"十三五","中职","财经商贸类"
"网店金牌客服（视频指导版）","刘亚男","安徽工商职业学院","人民邮电出版社有限公司",,"十三五","中职","财经商贸类"
"国际贸易基础知识（第四版）","应颖","杭州市中策职业学校","高等教育出版社有限公司",,"十三五","中职","财经商贸类"
"金融基础","田晓静","济南旅游学校","山东人民出版社有限公司",,"十三五","中职","财经商贸类"
"进出口贸易实务（第四版）","费景明","广东科学技术职业学院","高等教育出版社有限公司",,"十三五","中职","财经商贸类"
